what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396695624582
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1396695631074
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396695633125
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1396695682893
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396695703635
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1396695708621
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396695708688
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396695711615
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396695719470
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1396695719519
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396695723450
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396695726083
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396695731316
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396695735571
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1396695735624
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396695738427
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396695835922
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1396695841443
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1396695871961
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396695874286
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1396695875022
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1396695883268
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396695886450
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396695919124
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1396695938711
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396695945339
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396695971598
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396695973504
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396696027054
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1396696077750
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396696081941
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396696085701
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1396696110186
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396696178603
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396696215677
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1396696260550
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396696263905
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1396696380751
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396696383423
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396696386974
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396696389661
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396696392702
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396696398038
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396696401102
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396696489598
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396696537087
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396696543009
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396696545705
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396696553111
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396696554329
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1396696562729
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396696565133
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1396696578762
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396696581900
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1396696592277
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396696594059
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396696595652
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1396703008692
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396703009930
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396703012131
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396703012196
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396703024203
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396703024374
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396703025831
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396703027359
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396703028787
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396703029459
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396703060096
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396703061447
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396703077387
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396703077452
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396703078886
error,log,,,"Background Indexer Crash Recovery",1396703078943
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1396703080264
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396703082053
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396703084720
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396703085797
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1396703087032
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396703113667
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396703115267
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1396703115355
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1396703146052
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1396703147490
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396703148695
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1396703154701
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1396703163644
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1396703164992
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396703168506
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1396703170115
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1396703179859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396703180707
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396703182411
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1396703182492
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1396703185036
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1396703187433
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1396703238469
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396703242052
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1396703250837
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396703252587
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1396703276412
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1396703312334
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396703358224
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396703693002
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396703693080
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396703694480
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1396703701606
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396703729834
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396703789009
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396703790469
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396703791792
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1396703791983
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1396703797191
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1396703830422
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1396703847541
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396703849442
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1396703850563
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1396703852076
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1396703856155
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1396703899252
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1396703901721
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1396703940403
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396703941750
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1396703956197
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1396703976458
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396703981042
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396703986681
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396703991563
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396703996274
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396704002226
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1396704005281
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1396704113995
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1396704116878
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1396704201744
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1396704202842
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396704204203
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1396704214866
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396704217246
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1396704220586
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396704223151
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1396704226816
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396704230942
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1396704236123
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396704238658
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1396704253786
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396704256047
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396704259526
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396704266857
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1396704285817
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396704317008
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1396704317040
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396704344591
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1396704373641
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1396704389931
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1396704458331
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1396704524263
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1396704543969
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1396704564176
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1396704657885
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1396704671154
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1396704677997
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396704679862
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396704746064
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1396704754004
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1396704759183
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1396704773825
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1396704850709
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396704914736
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396704934708
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1396704945388
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396704946889
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1396704951996
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396704954353
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1396704957377
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396704983399
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396705034675
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396705037445
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396705039079
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1396705039314
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396705059512
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396705142131
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1396705154801
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1396705155036
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396705159897
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396705219030
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1396705223328
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1396705347236
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396705351690
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1396705360307
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396705363984
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1396705374922
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396705377340
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1396705386000
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1396705394986
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396705401758
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396705434134
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1396705443186
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396705460869
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1396705485009
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1396705513809
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1396705532030
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396705540715
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1396705548191
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396705555227
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1396705588581
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1396705590642
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1396705597797
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1396705603466
